City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
458,Luganville,VU,-15.5333,167.1667,80.76,85,100,10.65,overcast clouds
459,Waingapu,ID,-9.6567,120.2641,81.23,77,100,14.03,overcast clouds
460,Beyneu,KZ,45.3167,55.2,32.88,81,100,15.48,overcast clouds
461,Maniitsoq,GL,65.4167,-52.9,6.66,77,100,15.95,overcast clouds
462,Gat,IL,31.61,34.7642,48.4,100,0,5.48,clear sky
463,Carutapera,BR,-1.195,-46.02,74.59,94,100,7.34,moderate rain
464,Hammerfest,NO,70.6634,23.6821,30.65,69,20,10.36,few clouds
465,Aran,AZ,40.6253,46.9756,40.68,46,7,10.45,clear sky
466,Seoul,KR,37.5683,126.9778,20.64,79,0,1.14,clear sky
467,Kundiawa,PG,-6.0167,144.9667,68.76,77,99,3.56,light rain
468,Lompoc,US,34.6391,-120.4579,71.08,60,0,16.11,clear sky
469,Byron Bay,AU,-28.65,153.6167,82.87,71,61,9.53,broken clouds
470,Puerto Del Rosario,ES,28.5004,-13.8627,64.15,68,0,11.5,haze
471,Palana,RU,59.1167,159.9667,27.79,67,69,21.56,broken clouds
472,Kibala,TD,9.1104,18.3463,71.55,26,0,11.5,clear sky
473,Rolla,US,37.9514,-91.7713,44.74,38,0,8.05,clear sky
474,Mirnyy,RU,62.5353,113.9611,-22.77,74,97,7.0,overcast clouds
475,Akonolinga,CM,3.7667,12.25,66.74,35,90,1.36,overcast clouds
476,Gao,ML,16.6362,1.637,67.55,16,16,13.35,few clouds
477,Kharp,RU,66.8014,65.8081,-9.44,100,99,1.52,overcast clouds
478,Kalemie,CD,-5.9475,29.1947,69.17,91,100,5.57,overcast clouds
479,Marinette,US,45.1,-87.6307,25.25,68,100,0.0,overcast clouds
480,Blagoyevo,RU,63.3667,47.9167,-1.55,99,80,2.93,broken clouds
481,Goderich,CA,43.7501,-81.7165,23.92,68,84,5.75,broken clouds
482,Nanortalik,GL,60.1432,-45.2371,19.22,74,100,20.92,light snow
483,Port Hedland,AU,-20.3167,118.5667,82.45,78,96,9.22,overcast clouds
484,Uspenka,UA,48.3903,39.1619,33.19,96,100,17.52,snow
485,Berzovia,RO,45.4261,21.6281,38.44,78,88,9.28,overcast clouds
486,Zaraza,VE,9.3503,-65.3245,76.32,74,71,10.78,broken clouds
487,Masallatah,LY,32.6167,14.0,48.97,80,8,11.79,clear sky
488,Nur,PL,52.6683,22.3221,31.15,79,100,25.08,light snow
489,Ahipara,NZ,-35.1667,173.1667,75.9,52,98,13.35,overcast clouds
490,San Marco In Lamis,IT,41.7131,15.6399,31.12,49,0,2.39,clear sky
491,Quatre Cocos,MU,-20.2078,57.7625,78.91,82,100,16.84,light rain
492,Black River,JM,18.0264,-77.8487,73.4,81,67,9.17,broken clouds
493,Vyatskiye Polyany,RU,56.226,51.0656,5.49,99,98,1.19,overcast clouds
494,Alcantara,BR,-2.4089,-44.4147,82.6,86,91,10.58,overcast clouds
495,San Lawrenz,MT,36.0553,14.204,55.85,80,1,5.01,clear sky
496,Port-Cartier,CA,50.0334,-66.8654,9.75,84,72,10.18,broken clouds
497,Linhares,BR,-19.3911,-40.0722,77.74,86,79,7.74,broken clouds
498,Nouadhibou,MR,20.931,-17.0347,64.38,63,100,16.11,overcast clouds
499,Shihezi,CN,44.3,86.0333,3.31,92,90,1.88,overcast clouds
500,Berlevag,NO,70.8578,29.0864,28.89,66,100,10.45,light snow
501,Somerset,US,40.5668,-74.5496,24.12,57,0,1.99,clear sky
502,Bonaventure,CA,48.0457,-65.4926,14.54,67,90,14.97,overcast clouds
503,Hun,LY,29.1268,15.9477,46.65,58,10,4.47,clear sky
504,Rizhao,CN,35.4275,119.4553,32.97,78,17,10.2,few clouds
505,Lucapa,AO,-8.4192,20.7447,65.95,95,92,1.79,light rain
506,Yabelo,ET,4.8833,38.0833,59.45,31,94,6.8,overcast clouds
507,Beringovskiy,RU,63.05,179.3167,-6.97,98,100,10.94,overcast clouds
508,Hof,DE,50.3167,11.9167,34.72,72,75,4.61,broken clouds
509,Vilyuysk,RU,63.7553,121.6247,-26.09,99,90,4.09,overcast clouds
510,Korla,CN,41.7597,86.1469,23.58,57,100,4.12,overcast clouds
511,Svecha,RU,58.2785,47.5164,10.71,97,96,5.08,overcast clouds
512,High Level,CA,58.5169,-117.136,-0.29,85,100,12.66,light snow
513,Sereflikochisar,TR,38.9393,33.5386,35.96,100,100,16.08,overcast clouds
514,Katangli,RU,51.7102,143.2326,0.99,95,100,18.79,light snow
515,Jieshi,CN,22.8134,115.8257,51.94,67,97,14.79,overcast clouds
516,Kita,ML,13.0349,-9.4895,76.46,13,38,5.82,scattered clouds
517,Eldama Ravine,KE,0.0516,35.7308,53.85,83,35,2.62,scattered clouds
518,Sorokino,RU,53.75,84.9167,-9.71,100,24,2.75,few clouds
519,Oxford,GB,51.7522,-1.256,47.77,87,40,3.0,scattered clouds
520,Gilgit,PK,35.9221,74.3087,27.34,77,88,3.8,overcast clouds
521,Chalus,IR,36.655,51.4204,40.46,75,20,0.0,few clouds
522,Cayenne,GF,4.9333,-52.3333,79.09,87,75,4.0,broken clouds
523,Okhotsk,RU,59.3833,143.3,12.6,75,99,15.57,overcast clouds
524,San Andres,CO,12.5847,-81.7006,78.82,78,75,12.66,broken clouds
525,Kerman,IR,30.2832,57.0788,39.06,48,0,4.61,clear sky
526,Wassenaar,NL,52.1333,4.4,41.94,79,75,5.01,broken clouds
527,Burhaniye,TR,39.5004,26.9727,40.91,75,75,6.91,broken clouds
528,Tobol,KZ,52.6844,62.5794,22.66,92,77,12.95,broken clouds
529,San Pedro De Ycuamandiyu,PY,-24.0917,-57.0764,81.16,39,0,1.77,clear sky
530,Salas,ES,43.4118,-6.2602,45.28,89,19,2.06,few clouds
531,Bambey,SN,14.6955,-16.4493,75.25,53,99,14.18,overcast clouds
532,Mabaruma,GY,8.2,-59.7833,73.02,86,30,3.94,scattered clouds
533,Jaciara,BR,-15.9653,-54.9683,71.73,95,100,3.29,heavy intensity rain
534,Mitsamiouli,KM,-11.3847,43.2844,80.29,74,2,3.02,clear sky
535,Killybegs,IE,54.6333,-8.45,42.46,73,91,27.29,overcast clouds
536,Okakarara,NA,-20.5833,17.4333,67.89,87,99,7.65,moderate rain
537,Parintins,BR,-2.6283,-56.7358,75.04,88,96,1.95,overcast clouds
538,Almenara,BR,-16.1836,-40.6944,74.8,87,82,2.75,broken clouds
539,Cassilandia,BR,-19.1133,-51.7342,71.31,87,99,7.18,very heavy rain
540,Ugoofaaru,MV,5.6667,73.0,82.11,75,53,13.47,broken clouds
541,Santa Maria Del Oro,MX,25.9333,-105.3667,68.07,16,70,18.5,broken clouds
542,Port Hardy,CA,50.6996,-127.4199,41.18,87,75,8.05,broken clouds
543,Lumby,CA,50.2498,-118.969,33.57,69,100,1.14,overcast clouds
544,Bremerton,US,47.5673,-122.6326,54.25,86,100,5.01,moderate rain
545,Bari Sadri,IN,24.4167,74.4667,55.0,41,0,2.21,clear sky
546,Almazar,UZ,40.3217,69.0106,37.11,76,21,3.49,few clouds
547,Mogoytuy,RU,51.2833,114.9167,-19.21,96,7,3.91,clear sky
548,Garowe,SO,8.4054,48.4845,66.85,77,100,8.05,overcast clouds
549,Nieuw Amsterdam,SR,5.8833,-55.0833,80.62,79,20,6.91,few clouds
550,Sirari,TZ,-1.2333,34.4333,62.49,88,100,4.59,light rain
551,Rio Cuarto,AR,-33.1307,-64.3499,83.97,48,20,4.61,few clouds
552,Edinburg,GB,55.9521,-3.1965,43.83,74,20,8.01,few clouds
553,Provideniya,RU,64.3833,-173.3,10.51,72,0,17.9,clear sky
554,Ewa Beach,US,21.3156,-158.0072,79.09,56,75,11.01,broken clouds
555,Naryan-Mar,RU,67.6713,53.087,12.74,93,100,14.29,overcast clouds
556,Severomuysk,RU,56.1481,113.4267,-21.23,97,90,3.33,overcast clouds
557,Lensk,RU,60.7253,114.9278,-6.02,98,97,3.51,overcast clouds
558,Katsuura,JP,35.1333,140.3,43.11,46,99,11.86,overcast clouds
559,Weihe,CN,32.9952,105.3247,26.85,63,85,1.95,overcast clouds
560,Sinnamary,GF,5.3833,-52.95,76.26,88,44,12.86,scattered clouds
561,Corn Island,NI,12.1694,-83.0418,78.96,75,5,21.74,clear sky
562,Eirunepe,BR,-6.6603,-69.8736,77.56,77,99,2.26,overcast clouds
563,Bonavista,CA,48.6499,-53.1147,37.11,74,91,34.29,overcast clouds
564,Pathein,MM,16.7833,94.7333,63.28,77,79,5.44,broken clouds
565,Tahta,EG,26.7693,31.5021,46.72,49,1,4.81,clear sky
566,Rincon,US,32.296,-81.2354,54.05,35,0,9.22,clear sky
567,Rawatbhata,IN,24.9333,75.5833,58.17,41,0,4.76,clear sky
568,Irbit,RU,57.6705,63.071,6.17,97,100,2.62,overcast clouds
569,Zyryanka,RU,65.75,150.85,-17.52,98,100,7.54,overcast clouds
570,Yerofey Pavlovich,RU,53.9667,121.9667,-5.49,95,100,2.93,overcast clouds
571,Frontignan,FR,43.4485,3.754,49.19,69,4,11.25,clear sky
572,Kabwe,ZM,-14.4469,28.4464,63.12,98,100,3.13,light rain
573,Cockburn Town,TC,21.4612,-71.1419,75.16,69,75,13.8,broken clouds
574,Panjab,AF,34.388,67.0233,10.94,98,94,0.74,overcast clouds
575,Antofagasta,CL,-23.65,-70.4,67.28,83,16,5.93,few clouds
576,Almaznyy,RU,48.0448,40.045,32.14,97,100,16.44,snow
577,Platanos,GR,37.6667,21.6167,44.08,77,15,4.12,few clouds
578,Taoudenni,ML,22.6783,-3.9836,71.37,13,82,19.6,broken clouds
579,Dekar,BW,-21.5333,21.9333,68.09,87,100,8.66,light rain
580,Burnie,AU,-41.0667,145.9167,74.95,63,13,7.27,few clouds
581,Hella,NO,67.2,14.4333,26.89,93,75,11.5,broken clouds
582,Manokwari,ID,-0.8667,134.0833,79.92,74,100,10.89,moderate rain
583,Dzhebariki-Khaya,RU,62.2167,135.8,-32.67,100,99,1.5,overcast clouds
584,Puga,MX,21.5833,-104.8167,80.67,50,0,13.8,clear sky
585,Ritchie,ZA,-29.038,24.6028,67.21,83,100,5.97,light rain
586,Naze,JP,28.3667,129.4833,50.92,62,94,18.59,overcast clouds
587,Saint-Leu,RE,-21.15,55.2833,76.06,78,17,11.61,few clouds
588,Dumas,US,35.8656,-101.9732,54.75,19,0,4.61,clear sky
589,Karlskrona,SE,56.1616,15.5866,30.65,61,18,14.23,few clouds
590,Udachnyy,RU,66.4167,112.4,-30.48,100,84,2.98,broken clouds
591,Kamenka,RU,51.3223,42.7678,27.75,96,100,16.13,light snow
592,Sheridan,US,44.8333,-106.9173,53.98,19,0,3.44,clear sky
593,Nchelenge,ZM,-9.3451,28.734,67.53,89,98,2.84,light rain
594,Bowen,AU,-20.0167,148.2333,79.02,71,33,9.62,scattered clouds
595,Raghunathpur,IN,23.55,86.6667,56.55,53,7,2.3,clear sky
596,Nome,US,64.5011,-165.4064,1.11,71,0,0.0,clear sky
597,Kilindoni,TZ,-7.9139,39.6668,79.68,81,59,10.74,light rain
598,Pozo Colorado,PY,-23.4923,-58.7972,83.1,28,0,3.44,clear sky
599,Kosh-Agach,RU,50.0,88.6667,-24.07,82,49,2.82,scattered clouds
600,Mulanje,MW,-16.0316,35.5,66.24,93,7,2.62,clear sky
601,Dakar,SN,14.6937,-17.4441,70.68,88,100,19.57,overcast clouds
602,Maragogi,BR,-9.0122,-35.2225,78.51,82,78,7.11,broken clouds
603,Kuminskiy,RU,58.6667,66.5667,-3.01,99,100,1.41,overcast clouds
604,Tabas,IR,33.5959,56.9244,43.09,30,3,1.5,clear sky
605,Gari,RU,59.4307,62.3497,2.79,97,100,3.22,overcast clouds
606,Urumqi,CN,43.801,87.6005,-4.85,84,75,2.24,mist
607,Lady Frere,ZA,-31.7031,27.2329,68.61,82,100,1.81,overcast clouds
608,Pitimbu,BR,-7.4706,-34.8086,79.39,78,25,10.49,scattered clouds
609,Bagan,RU,54.1001,77.6646,11.86,95,86,8.57,overcast clouds
610,Lethem,GY,3.3803,-59.7968,84.22,49,79,12.01,broken clouds
611,Trelew,AR,-43.249,-65.3051,61.03,29,69,7.18,broken clouds
612,Goundi,TD,9.3627,17.366,73.71,14,77,7.0,broken clouds
613,Takoradi,GH,4.8845,-1.7554,78.28,83,74,4.5,broken clouds
614,Hobyo,SO,5.3505,48.5268,76.62,79,97,15.52,light rain
615,Arlit,NE,18.7369,7.3853,61.95,15,1,10.65,clear sky
616,Murwillumbah,AU,-28.3167,153.4,87.13,69,40,12.66,scattered clouds
617,Kulykiv,UA,50.3142,24.8176,37.2,93,100,24.61,snow
618,Medea,DZ,36.2642,2.7539,28.85,32,0,4.54,clear sky
619,Tres Arroyos,AR,-38.3739,-60.2798,60.64,68,56,16.82,broken clouds
620,Barabinsk,RU,55.3571,78.357,14.45,95,93,8.75,overcast clouds
621,Magnitogorsk,RU,53.4186,59.0472,13.03,92,75,6.71,mist
622,Sakaiminato,JP,35.55,133.2333,37.38,87,75,9.22,broken clouds
623,Innisfail,AU,-17.5333,146.0333,90.88,69,64,3.06,broken clouds
624,Chisec,GT,15.8167,-90.2833,68.23,87,88,1.61,overcast clouds
625,Doha,QA,25.2867,51.5333,62.58,63,0,5.75,clear sky
626,Dalbandin,PK,28.8947,64.4101,53.8,41,0,6.76,clear sky
627,Sur,OM,22.5667,59.5289,70.07,68,0,2.89,clear sky
628,Sinop,TR,41.7711,34.8709,28.72,88,100,9.8,overcast clouds
629,Webuye,KE,0.6075,34.7697,61.74,61,48,4.76,scattered clouds
630,Solnechnyy,RU,50.7214,136.6319,-4.47,96,90,2.57,overcast clouds
631,Pampa,US,35.5362,-100.9599,59.14,22,0,5.75,clear sky
632,Maputo,MZ,-25.9653,32.5892,73.22,94,40,4.61,scattered clouds
633,Loubomo,CG,-4.1997,12.6739,72.12,96,100,3.22,overcast clouds
634,Abu Samrah,SY,35.3029,37.1841,42.57,74,96,0.85,overcast clouds
635,Zhuhai,CN,22.2769,113.5678,58.98,71,75,20.71,broken clouds
636,Gondar,ET,12.6,37.4667,56.41,60,71,5.03,broken clouds
637,Elk Plain,US,47.0532,-122.3976,54.05,83,100,4.0,light rain
638,Bubaque,GW,11.2833,-15.8333,77.99,72,58,12.17,broken clouds
639,Klyuchi,RU,52.2667,79.1667,15.06,94,100,7.11,overcast clouds
640,San Borja,BO,-14.8167,-66.85,73.54,97,26,3.85,scattered clouds
641,Jibuti,DJ,11.5,42.5,67.42,74,4,13.02,clear sky
642,Bestobe,KZ,52.4994,73.0975,7.72,92,55,13.8,broken clouds
643,Mahajanga,MG,-15.7167,46.3167,80.62,83,20,3.44,few clouds
644,Varhaug,NO,58.6147,5.6457,34.86,82,100,7.87,overcast clouds
645,Basco,PH,20.4487,121.9702,71.06,77,92,30.51,overcast clouds
646,Saint-Andre-Avellin,CA,45.7168,-75.066,11.48,97,79,2.66,broken clouds
647,Zhanaozen,KZ,43.3,52.8,38.44,66,100,14.16,overcast clouds
648,Zandvoort,NL,52.3749,4.5341,43.03,82,75,18.41,broken clouds
649,Balakliya,UA,49.4627,36.8595,32.83,92,100,14.56,overcast clouds
650,Talara,PE,-4.5772,-81.2719,72.12,82,79,9.04,broken clouds
651,Nokaneng,BW,-19.6667,22.2667,67.91,88,88,8.59,overcast clouds
652,Tautira,PF,-17.7333,-149.15,86.02,75,92,12.37,overcast clouds
653,Calabozo,VE,8.9242,-67.4293,84.11,28,26,6.78,scattered clouds
654,Moussoro,TD,13.6408,16.4901,61.65,18,2,13.0,clear sky
655,Olinda,BR,-8.0089,-34.8553,83.93,74,75,10.36,broken clouds
656,Dunedin,NZ,-45.8742,170.5036,68.2,68,2,7.14,clear sky
657,Mineiros,BR,-17.5694,-52.5511,67.55,96,100,9.17,overcast clouds
658,Eenhana,NA,-17.4667,16.3333,69.55,84,100,5.23,overcast clouds
659,Moree,AU,-29.4667,149.85,82.42,61,40,13.8,scattered clouds
660,Port Hawkesbury,CA,45.6169,-61.3485,25.88,75,0,5.01,clear sky
661,Susurluk,TR,39.9136,28.1578,42.58,89,33,3.94,scattered clouds
662,Yangcun,CN,39.3639,117.0603,24.78,36,28,17.31,scattered clouds
663,San Michele Al Tagliamento,IT,45.7644,12.9949,40.33,81,0,5.21,clear sky
664,Bitung,ID,1.4451,125.1824,79.65,76,97,10.47,overcast clouds
665,Kathmandu,NP,27.7167,85.3167,43.02,93,40,2.3,mist
666,Grindavik,IS,63.8424,-22.4338,25.27,86,75,31.07,light shower snow
667,Marawi,PH,7.9986,124.2928,66.65,83,44,1.41,scattered clouds
668,Motala,SE,58.5371,15.0365,28.8,60,0,13.0,clear sky
669,Male,MV,4.1748,73.5089,82.35,78,40,10.36,scattered clouds
670,Bloemhof,ZA,-27.6469,25.607,64.56,82,100,5.46,overcast clouds
671,Ciamis,ID,-7.3257,108.3534,75.22,93,100,0.89,overcast clouds
672,Timizart,DZ,36.8,4.2667,46.96,53,0,5.46,clear sky
673,Coahuayana,MX,18.7333,-103.6833,81.95,41,0,4.43,clear sky
674,Padang,ID,-0.9492,100.3543,73.45,87,97,3.49,very heavy rain
675,Qiryat Motzkin,IL,32.8364,35.0753,51.15,69,61,6.78,broken clouds
676,Lichinga,MZ,-13.3128,35.2406,64.49,94,75,5.75,broken clouds
677,Amudat,UG,1.95,34.95,71.55,48,70,5.1,broken clouds
678,Alamosa,US,37.4695,-105.87,40.51,35,0,4.61,clear sky
679,Leopoldina,BR,-21.5319,-42.6431,78.1,91,98,1.03,overcast clouds
680,Suzhou,CN,31.3114,120.6181,37.89,65,17,0.96,few clouds
681,Gamba,GA,-2.65,10.0,77.67,84,100,3.56,overcast clouds
682,Yarada,IN,17.65,83.2667,64.72,100,20,2.3,mist
683,Ponta Delgada,PT,37.7333,-25.6667,59.72,72,40,19.57,scattered clouds
684,Necochea,AR,-38.5473,-58.7368,65.03,64,81,22.64,light rain
685,Ibb,YE,13.9667,44.1833,57.63,89,64,1.72,broken clouds
686,Monte Alegre,BR,-2.0078,-54.0692,75.07,90,94,3.67,overcast clouds
687,Aitape,PG,-3.1374,142.3475,77.61,87,100,6.51,overcast clouds
