City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
274,Petropavlovsk-Kamchatskiy,RU,2022-01-29 21:57:11,53.0452,158.6483,18.19,93,75,2.24
275,Funadhoo,MV,2022-01-29 21:58:11,6.15,73.2667,81.82,76,95,16.55
276,Coahuayana,MX,2022-01-29 21:58:11,18.7333,-103.6833,85.57,47,0,7.02
277,Nago,JP,2022-01-29 21:54:03,26.5881,127.9761,64.47,84,100,13.35
278,Nantucket,US,2022-01-29 21:58:12,41.2835,-70.0995,24.15,84,100,43.98
279,Hobyo,SO,2022-01-29 21:58:12,5.3505,48.5268,76.57,77,30,23.11
280,Champasak,LA,2022-01-29 21:58:12,14.75,106.0,69.62,64,34,2.86
281,Laguna,US,2022-01-29 21:58:13,38.421,-121.4238,66.65,46,0,1.99
282,Adelaide,AU,2022-01-29 21:56:13,-34.9333,138.6,72.21,67,20,0.0
283,Teknaf,BD,2022-01-29 21:58:13,20.8624,92.3058,55.29,73,0,8.48
284,Aksarka,RU,2022-01-29 21:58:14,66.5606,67.7975,-18.51,100,100,6.24
285,Novo Aripuana,BR,2022-01-29 21:58:14,-5.1206,-60.3797,73.08,99,100,1.79
286,Aleksandrovskiy Zavod,RU,2022-01-29 21:58:15,50.9237,117.9374,-17.0,98,52,3.62
287,Gold Coast,AU,2022-01-29 21:57:25,-28.0,153.4333,81.34,82,40,5.01
288,Cabo San Lucas,MX,2022-01-29 21:58:16,22.8909,-109.9124,79.61,59,17,5.99
289,Hualmay,PE,2022-01-29 21:55:49,-11.0964,-77.6139,73.09,75,57,10.58
290,Petawawa,CA,2022-01-29 21:54:02,45.9001,-77.3328,10.27,87,2,3.33
291,Mahebourg,MU,2022-01-29 21:58:17,-20.4081,57.7,79.09,83,20,5.75
292,Dickinson,US,2022-01-29 21:58:17,29.4608,-95.0513,66.09,40,17,4.0
293,Santander,ES,2022-01-29 21:58:17,43.4647,-3.8044,46.45,69,100,5.01
294,Cumra,TR,2022-01-29 21:58:18,37.5732,32.7745,16.14,93,100,2.17
295,Bandarbeyla,SO,2022-01-29 21:58:18,9.4942,50.8122,75.76,64,95,20.96
296,Krasnyy Profintern,RU,2022-01-29 21:58:19,57.7446,40.435,19.42,100,94,3.42
297,Urgut,UZ,2022-01-29 21:58:19,39.4022,67.2431,28.02,70,100,3.06
298,Morro Bay,US,2022-01-29 21:58:19,35.3658,-120.8499,69.33,43,92,3.0
299,Ulaanbaatar,MN,2022-01-29 21:56:38,47.9077,106.8832,-25.47,68,0,4.47
300,Katsuura,JP,2022-01-29 21:58:20,35.1333,140.3,41.18,83,51,15.39
301,Nikolskoye,RU,2022-01-29 21:58:20,59.7035,30.7861,27.72,83,100,15.57
302,Varnamo,SE,2022-01-29 21:58:21,57.186,14.04,40.26,80,57,13.0
303,Salalah,OM,2022-01-29 21:58:21,17.0151,54.0924,69.19,65,48,2.01
304,Simbahan,PH,2022-01-29 21:58:22,6.3032,120.5836,80.6,75,100,2.33
305,Omsukchan,RU,2022-01-29 21:58:22,62.5333,155.8,-8.48,97,100,4.45
306,Zhuhai,CN,2022-01-29 21:58:22,22.2769,113.5678,58.98,82,40,20.71
307,Markova,UA,2022-01-29 21:58:23,48.6758,24.4138,31.84,69,100,18.72
308,Aripuana,BR,2022-01-29 21:58:23,-9.1667,-60.6333,71.94,99,100,2.3
309,Vanavara,RU,2022-01-29 21:58:23,60.34,102.2797,-5.85,99,100,3.02
310,Lac Du Bonnet,CA,2022-01-29 21:58:24,50.2536,-96.0612,13.1,93,100,8.5
311,Ngawen,ID,2022-01-29 21:58:24,-7.0032,111.3129,74.73,92,100,3.96
312,Astoria,US,2022-01-29 21:53:43,46.1879,-123.8313,54.86,60,0,1.01
313,Fort Oglethorpe,US,2022-01-29 21:58:25,34.949,-85.2569,38.25,31,2,1.01
314,Narsaq,GL,2022-01-29 21:58:25,60.9167,-46.05,12.96,96,100,2.15
315,Coihaique,CL,2022-01-29 21:56:06,-45.5752,-72.0662,58.95,72,100,6.91
316,Aranos,NA,2022-01-29 21:58:26,-24.1333,19.1167,79.66,50,59,17.25
317,Buchanan,LR,2022-01-29 21:58:26,5.8808,-10.0467,78.76,84,86,6.49
318,Srednekolymsk,RU,2022-01-29 21:58:26,67.45,153.6833,-26.16,100,89,4.36
319,Isangel,VU,2022-01-29 21:55:46,-19.55,169.2667,80.85,86,100,15.14
320,Batticaloa,LK,2022-01-29 21:58:27,7.7102,81.6924,76.87,83,16,2.28
321,Paita,PE,2022-01-29 21:58:27,-5.0892,-81.1144,81.16,75,47,15.86
322,Imbituba,BR,2022-01-29 21:58:27,-28.24,-48.6703,72.82,82,93,7.05
323,Suksun,RU,2022-01-29 21:59:28,57.1431,57.3949,3.16,97,100,4.5
324,Sakaiminato,JP,2022-01-29 21:59:28,35.55,133.2333,35.53,93,75,5.75
325,Biak,ID,2022-01-29 21:59:29,-0.9131,122.8766,76.37,79,99,3.04
326,Rio Grande,BR,2022-01-29 21:59:29,-32.035,-52.0986,77.11,63,0,12.88
327,Mareeba,AU,2022-01-29 21:59:29,-17.0,145.4333,74.12,84,98,2.3
328,Chauk,MM,2022-01-29 21:59:30,20.8833,94.8167,59.67,58,0,2.1
329,Haines Junction,CA,2022-01-29 21:59:30,60.7522,-137.5108,12.15,67,100,12.66
330,Sangar,RU,2022-01-29 21:59:31,63.9242,127.4739,-35.66,99,83,3.0
331,Alice Springs,AU,2022-01-29 21:55:11,-23.7,133.8833,74.75,100,100,9.22
332,Torbay,CA,2022-01-29 21:59:31,47.6666,-52.7314,33.58,92,100,21.85
333,Ukholovo,RU,2022-01-29 21:59:32,53.7929,40.4892,24.76,97,97,5.73
334,Kashi,CN,2022-01-29 21:59:32,39.4547,75.9797,24.01,50,0,11.18
335,Honningsvag,NO,2022-01-29 21:59:32,70.9821,25.9704,28.89,67,81,9.71
336,Kamaishi,JP,2022-01-29 21:59:33,39.2667,141.8833,26.15,59,14,11.45
337,Waipawa,NZ,2022-01-29 21:59:33,-41.4122,175.5153,68.63,55,49,5.61
338,Tiksi,RU,2022-01-29 21:59:33,71.6872,128.8694,-8.73,99,57,4.27
339,Leninskoye,KZ,2022-01-29 21:59:34,41.7589,69.3864,35.53,74,43,4.74
340,Carlisle,US,2022-01-29 21:59:34,40.2015,-77.1889,23.34,30,22,5.99
341,Zhengjiatun,CN,2022-01-29 21:59:35,43.5064,123.5064,-0.6,90,3,3.87
342,Arman,RU,2022-01-29 21:59:35,59.7,150.1667,9.46,84,100,14.07
343,Hearst,CA,2022-01-29 21:59:35,49.6835,-83.6665,12.45,94,100,1.66
344,Latung,PH,2022-01-29 21:59:36,5.5,120.8833,81.21,74,68,1.34
345,Raga,SS,2022-01-29 21:59:36,8.4596,25.678,66.79,19,89,4.18
346,Caraquet,CA,2022-01-29 21:59:37,47.7941,-64.9386,12.34,91,100,29.12
347,Anadyr,RU,2022-01-29 21:59:37,64.75,177.4833,-14.01,83,20,0.0
348,Moindou,NC,2022-01-29 21:59:37,-21.6924,165.677,80.55,77,53,10.2
349,Tura,IN,2022-01-29 21:59:38,25.5198,90.2201,50.23,62,0,2.53
350,Vostok,RU,2022-01-29 21:59:38,46.4856,135.8833,-19.89,99,100,4.34
351,Ottumwa,US,2022-01-29 21:59:39,41.02,-92.4113,38.61,55,49,4.0
352,Malanje,AO,2022-01-29 21:59:39,-9.5402,16.341,64.76,92,100,3.69
353,High Rock,BS,2022-01-29 21:59:39,26.6208,-78.2833,55.42,61,24,25.77
354,Dingle,PH,2022-01-29 21:59:40,10.9995,122.6711,74.39,91,10,1.86
355,Novobelokatay,RU,2022-01-29 21:59:40,55.7062,58.9549,-4.56,100,92,2.62
356,Sosua,DO,2022-01-29 21:59:40,19.7667,-70.5167,87.78,78,75,0.0
357,Mangrol,IN,2022-01-29 21:59:41,21.1167,70.1167,64.72,38,1,10.47
358,Copiapo,CL,2022-01-29 21:59:27,-27.3667,-70.3333,69.49,49,0,8.37
359,Trinidad,BO,2022-01-29 21:59:42,-14.8333,-64.9,85.98,62,75,9.22
360,Kavieng,PG,2022-01-29 21:59:42,-2.5744,150.7967,83.1,73,100,6.6
361,Cockburn Town,TC,2022-01-29 21:59:42,21.4612,-71.1419,80.56,65,20,5.75
362,Hofn,IS,2022-01-29 21:59:43,64.2539,-15.2082,30.29,56,14,7.05
363,Vagur,FO,2022-01-29 21:59:43,61.4732,-6.8119,36.91,60,50,24.45
364,Jardim,BR,2022-01-29 21:56:22,-21.4803,-56.1381,83.5,59,65,2.91
365,Toora-Khem,RU,2022-01-29 21:59:44,52.4675,96.11,-25.71,100,95,1.1
366,Rudnya,RU,2022-01-29 22:00:44,54.947,31.0934,22.55,91,100,16.31
367,Uusikaupunki,FI,2022-01-29 22:00:45,60.8004,21.4084,32.52,98,100,12.75
368,Mandalgarh,IN,2022-01-29 22:00:45,25.2,75.1,55.31,37,0,4.27
369,Rio Pardo De Minas,BR,2022-01-29 22:00:45,-15.6097,-42.5397,69.39,86,100,1.79
370,Arlit,NE,2022-01-29 22:00:46,18.7369,7.3853,62.83,15,1,6.4
371,Mgandu,TZ,2022-01-29 22:00:46,-5.95,34.1333,61.48,98,100,2.26
372,Kruisfontein,ZA,2022-01-29 22:00:46,-34.0033,24.7314,63.88,92,0,3.09
373,Alpine,US,2022-01-29 21:59:36,32.835,-116.7664,66.94,24,99,5.01
374,Sao Raimundo Nonato,BR,2022-01-29 22:00:47,-9.0153,-42.6994,70.84,92,78,1.61
375,Mayo,US,2022-01-29 22:00:48,38.8876,-76.5119,26.2,40,40,15.99
376,Norman Wells,CA,2022-01-29 22:00:30,65.282,-126.8329,-18.85,98,31,2.46
377,Buraydah,SA,2022-01-29 22:00:48,26.326,43.975,50.18,36,0,17.13
378,Road Town,VG,2022-01-29 21:56:46,18.4167,-64.6167,80.64,65,20,5.75
379,Sharjah,AE,2022-01-29 21:58:13,25.3573,55.4033,71.26,70,0,2.3
380,Lagoa,PT,2022-01-29 22:00:49,39.05,-27.9833,58.55,72,64,13.96
381,Elizabeth City,US,2022-01-29 21:59:02,36.2946,-76.2511,32.2,75,74,4.0
382,Bubaque,GW,2022-01-29 22:00:49,11.2833,-15.8333,78.44,73,84,21.68
383,Gat,IL,2022-01-29 22:00:50,31.61,34.7642,46.81,100,0,2.55
384,Manokwari,ID,2022-01-29 22:00:50,-0.8667,134.0833,78.12,75,99,6.67
385,Jatai,BR,2022-01-29 22:00:50,-17.8814,-51.7144,71.11,92,90,7.4
386,Port-Cartier,CA,2022-01-29 22:00:51,50.0334,-66.8654,5.76,83,100,10.74
387,Doha,QA,2022-01-29 21:55:54,25.2867,51.5333,60.78,65,0,8.05
388,Cap Malheureux,MU,2022-01-29 22:00:51,-19.9842,57.6142,78.48,75,91,3.0
389,Baruun-Urt,MN,2022-01-29 22:00:52,46.6806,113.2792,-8.34,87,16,3.29
390,Kanashevo,RU,2022-01-29 22:00:52,55.2169,62.0634,0.55,95,100,4.0
391,Aykhal,RU,2022-01-29 22:00:52,66.0,111.5,-20.51,99,36,5.23
392,Groton,US,2022-01-29 22:00:53,41.3501,-72.0784,18.1,85,100,4.0
393,Lavrentiya,RU,2022-01-29 22:00:53,65.5833,-171.0,-2.88,83,3,3.67
394,Luderitz,NA,2022-01-29 22:00:54,-26.6481,15.1594,67.55,79,80,9.51
395,Santa Catarina De Tepehuanes,MX,2022-01-29 22:00:54,25.35,-105.7333,71.55,21,1,17.02
396,Gijon,ES,2022-01-29 22:00:54,43.5357,-5.6615,48.83,92,65,6.35
397,Prainha,BR,2022-01-29 22:00:55,-1.8,-53.48,72.41,99,100,3.87
398,Cayenne,GF,2022-01-29 22:00:05,4.9333,-52.3333,79.09,83,0,1.99
399,Port-Gentil,GA,2022-01-29 22:00:55,-0.7193,8.7815,81.27,82,92,10.31
400,Diu,IN,2022-01-29 22:00:56,20.7141,70.9822,65.71,38,6,5.99
401,Cairns,AU,2022-01-29 22:00:06,-16.9167,145.7667,78.75,83,40,10.36
402,Yerbogachen,RU,2022-01-29 22:00:56,61.2767,108.0108,-13.4,99,88,3.65
403,Havelock,US,2022-01-29 21:56:09,34.8791,-76.9013,37.02,52,64,10.0
404,Llangefni,GB,2022-01-29 22:00:57,53.2556,-4.3106,45.77,81,20,3.44
405,Babati,TZ,2022-01-29 22:00:57,-4.2167,35.75,63.01,96,100,0.56
406,Satinka,RU,2022-01-29 22:00:58,52.3792,41.6819,27.9,98,100,4.38
407,Lockhart,US,2022-01-29 22:00:00,28.6194,-81.4426,50.34,35,0,4.0
408,Pochutla,MX,2022-01-29 22:01:58,15.7432,-96.4661,84.81,48,2,8.12
409,Sinnamary,GF,2022-01-29 22:01:59,5.3833,-52.95,77.0,83,86,8.05
410,Orcopampa,PE,2022-01-29 22:01:59,-15.2661,-72.3417,49.32,64,85,12.46
411,Tala,EG,2022-01-29 22:01:59,30.6803,30.9429,49.17,82,70,0.56
412,Coquimbo,CL,2022-01-29 22:02:00,-29.9533,-71.3436,65.35,73,34,9.1
413,Roma,US,2022-01-29 22:02:00,43.2128,-75.4557,11.08,47,0,10.36
414,Yulara,AU,2022-01-29 22:02:00,-25.2406,130.9889,77.72,75,68,19.26
415,Broken Hill,AU,2022-01-29 22:02:01,-31.95,141.4333,78.49,66,19,12.26
416,Emba,KZ,2022-01-29 22:02:01,48.8264,58.1442,14.04,96,97,9.1
417,Tecolutla,MX,2022-01-29 22:02:02,20.4833,-97.0167,57.67,71,100,10.0
418,Prieska,ZA,2022-01-29 22:02:02,-29.6641,22.7474,80.92,36,100,6.69
419,Port Lincoln,AU,2022-01-29 22:02:03,-34.7333,135.8667,66.92,84,34,13.96
420,Hami,CN,2022-01-29 22:02:03,42.8,93.45,20.03,46,0,3.83
421,Tahoua,NE,2022-01-29 22:02:04,14.8888,5.2692,65.26,13,2,11.63
422,Margate,GB,2022-01-29 22:02:04,51.3813,1.3862,47.3,67,40,8.01
423,Espanola,US,2022-01-29 22:02:04,35.9911,-106.0806,56.55,37,0,5.39
424,Ann Arbor,US,2022-01-29 21:58:09,42.2776,-83.7409,21.31,69,97,7.0
425,Surt,LY,2022-01-29 22:02:05,31.2089,16.5887,56.88,62,90,19.26
426,Porto Novo,BJ,2022-01-29 22:02:05,6.4965,2.6036,77.02,70,33,2.62
427,Moncagua,SV,2022-01-29 22:02:06,13.5333,-88.25,88.07,35,69,6.62
428,Saint Anthony,US,2022-01-29 22:02:06,45.0205,-93.218,28.85,62,0,4.0
429,Fort William,GB,2022-01-29 22:02:06,56.8165,-5.1121,42.78,84,11,3.33
430,Corralillo,CU,2022-01-29 22:02:07,22.9819,-80.5856,64.71,57,100,16.44
431,Chapais,CA,2022-01-29 22:02:07,49.7834,-74.8492,-9.69,95,7,3.6
432,Madina,GH,2022-01-29 22:02:07,5.6823,-0.1641,81.12,69,83,4.14
433,Kutum,SD,2022-01-29 22:02:08,14.2,24.6667,53.6,18,18,9.22
434,Deputatskiy,RU,2022-01-29 22:02:08,69.3,139.9,-18.11,89,100,2.15
435,Jaisalmer,IN,2022-01-29 22:02:08,26.9147,70.9181,62.08,23,0,6.06
436,Karratha,AU,2022-01-29 21:59:01,-20.7377,116.8463,81.14,62,82,14.56
437,Nazareno,MX,2022-01-29 22:02:09,25.3833,-103.4167,61.5,38,0,3.98
438,Inta,RU,2022-01-29 22:02:09,66.0317,60.1659,9.72,85,100,7.81
439,Byron Bay,AU,2022-01-29 22:02:10,-28.65,153.6167,81.05,79,70,9.46
440,Naze,JP,2022-01-29 21:59:00,28.3667,129.4833,56.32,77,100,13.76
441,Korla,CN,2022-01-29 22:00:13,41.7597,86.1469,24.03,51,100,7.43
442,Sabzevar,IR,2022-01-29 22:02:11,36.2126,57.6819,38.23,43,1,1.95
443,Port Victoria,KE,2022-01-29 22:02:11,0.0939,33.9756,74.3,65,97,5.12
444,Oliveirinha,PT,2022-01-29 22:02:12,40.6072,-8.592,54.72,64,0,6.22
445,Gobabis,NA,2022-01-29 22:02:12,-22.45,18.9667,71.44,68,98,14.5
446,Dawei,MM,2022-01-29 22:02:12,14.0833,98.2,68.52,90,17,3.29
447,Tarabuco,BO,2022-01-29 22:02:13,-19.1667,-64.9167,52.9,72,92,7.74
448,Sungairaya,ID,2022-01-29 22:02:13,0.7,108.9,76.03,89,100,3.89
449,Korbach,DE,2022-01-29 22:02:13,51.2756,8.873,46.42,78,99,20.56
450,Visnes,NO,2022-01-29 22:02:14,59.3556,5.2242,42.85,75,100,40.29
451,Pangnirtung,CA,2022-01-29 22:02:14,66.1451,-65.7125,-19.08,99,100,3.67
452,Sibolga,ID,2022-01-29 22:03:14,1.7427,98.7792,74.39,91,72,2.35
453,Nizhniy Odes,RU,2022-01-29 22:03:15,63.6445,54.856,13.32,94,100,8.81
454,Chicxulub,MX,2022-01-29 22:03:15,21.1333,-89.5167,71.65,49,75,13.6
455,Poum,NC,2022-01-29 22:03:16,-20.2333,164.0167,81.01,79,48,9.4
456,Amahai,ID,2022-01-29 22:03:16,-3.3333,128.9167,78.51,82,100,6.42
457,Neiafu,TO,2022-01-29 22:03:16,-18.65,-173.9833,82.56,72,72,14.14
458,Lompoc,US,2022-01-29 22:01:13,34.6391,-120.4579,71.08,58,100,7.0
459,Scottsbluff,US,2022-01-29 21:59:13,41.8666,-103.6672,58.8,16,13,11.99
460,Kirovskiy,RU,2022-01-29 22:03:17,45.0917,133.5136,-8.07,100,97,3.0
461,Kuryk,KZ,2022-01-29 22:03:18,43.2,51.65,40.39,82,100,18.12
462,Lasem,ID,2022-01-29 22:03:18,-6.6922,111.4527,76.71,90,100,4.34
463,Provideniya,RU,2022-01-29 22:03:18,64.3833,-173.3,3.51,85,4,4.41
464,Pirogovo,RU,2022-01-29 22:03:19,56.7796,53.1495,-4.02,100,92,3.56
465,Zuwarah,LY,2022-01-29 22:03:19,32.9312,12.082,55.44,62,70,17.29
466,Honiara,SB,2022-01-29 22:03:20,-9.4333,159.95,80.31,83,100,1.39
467,Nouakchott,MR,2022-01-29 22:03:20,18.0858,-15.9785,67.93,61,100,14.97
468,Padang,ID,2022-01-29 22:00:20,-0.9492,100.3543,76.55,89,71,3.4
469,Placido De Castro,BR,2022-01-29 22:03:21,-10.3353,-67.1856,74.23,98,100,0.78
470,Agucadoura,PT,2022-01-29 22:03:21,41.4318,-8.7804,55.24,56,0,7.61
471,Schmallenberg,DE,2022-01-29 22:03:21,51.15,8.3,45.45,86,96,15.99
472,Oranjemund,NA,2022-01-29 22:03:22,-28.55,16.4333,66.18,84,78,8.48
473,Rondonopolis,BR,2022-01-29 22:03:22,-16.4708,-54.6356,74.46,94,100,1.16
474,Talnakh,RU,2022-01-29 22:03:22,69.4865,88.3972,-5.8,96,100,9.31
475,Manggar,ID,2022-01-29 22:03:23,-2.8833,108.2667,78.64,81,100,4.74
476,Swan Hill,AU,2022-01-29 21:58:24,-35.3378,143.5544,72.36,69,5,7.45
477,Vitim,RU,2022-01-29 22:03:23,59.4511,112.5578,-8.52,99,99,3.4
478,Nemuro,JP,2022-01-29 22:00:24,43.3236,145.575,16.95,72,49,17.36
479,Vestmannaeyjar,IS,2022-01-29 22:03:24,63.4427,-20.2734,40.73,66,100,16.75
480,Mandalgovi,MN,2022-01-29 22:03:24,45.7625,106.2708,-0.72,90,100,18.05
481,Adre,TD,2022-01-29 22:03:24,13.4667,22.2,61.36,14,38,15.37
482,Monteagudo,BO,2022-01-29 22:03:25,-19.8167,-63.9833,80.38,60,81,2.91
483,Harper,LR,2022-01-29 22:03:25,4.375,-7.7169,79.88,87,68,6.51
484,Tromso,NO,2022-01-29 22:03:25,69.6496,18.957,23.02,54,0,5.75
485,Uhlove,UA,2022-01-29 22:03:26,44.8215,33.6045,37.81,64,86,11.56
486,Aklavik,CA,2022-01-29 22:03:26,68.2191,-135.0107,-19.46,92,89,2.86
487,Bom Jesus,BR,2022-01-29 22:03:01,-9.0744,-44.3586,72.0,89,81,3.36
488,Santa Lucia,ES,2022-01-29 22:03:27,27.9117,-15.5407,56.52,48,1,10.36
489,Aldergrove,CA,2022-01-29 22:01:07,49.058,-122.4709,45.91,77,100,0.38
490,Peruibe,BR,2022-01-29 22:03:27,-24.32,-46.9983,70.43,96,100,3.47
491,Kabugao,PH,2022-01-29 22:03:27,18.0217,121.1842,73.11,96,90,2.37
492,Bilma,NE,2022-01-29 22:00:43,18.6853,12.9164,59.86,19,2,11.56
493,Requena,ES,2022-01-29 22:03:28,39.4883,-1.1004,40.51,27,0,3.22
494,Taungdwingyi,MM,2022-01-29 22:03:28,20.0167,95.55,56.84,57,2,1.23
495,Altay,CN,2022-01-29 22:03:29,47.8667,88.1167,1.99,52,36,7.36
496,Kargat,RU,2022-01-29 22:03:29,55.1956,80.2811,-5.75,97,60,6.13
497,Menzelinsk,RU,2022-01-29 22:03:29,55.7271,53.1026,9.64,98,85,3.11
498,Betsiamites,CA,2022-01-29 22:03:30,48.9413,-68.646,6.53,77,100,15.21
499,Awbari,LY,2022-01-29 22:03:30,26.5921,12.7805,48.6,33,33,5.61
500,Tiquicheo,MX,2022-01-29 22:03:30,18.8833,-100.7333,94.5,25,6,4.34
501,Kavaratti,IN,2022-01-29 22:01:53,10.5669,72.642,80.33,75,68,6.71
502,Helena,US,2022-01-29 22:04:31,46.5927,-112.0361,42.98,48,0,1.01
503,Jimeta,NG,2022-01-29 22:04:31,9.2833,12.4667,72.64,18,80,4.43
504,Skelleftea,SE,2022-01-29 22:04:32,64.7507,20.9528,23.36,69,100,3.0
505,Dulce Nombre De Culmi,HN,2022-01-29 22:04:32,15.1,-85.5333,86.23,60,76,5.77
506,Sundsvall,SE,2022-01-29 22:04:32,62.3913,17.3063,31.96,88,100,11.5
507,Pampa,US,2022-01-29 22:04:00,35.5362,-100.9599,68.04,13,0,8.05
508,Port Blair,IN,2022-01-29 22:04:33,11.6667,92.75,75.79,79,52,9.73
509,Hambantota,LK,2022-01-29 22:04:33,6.1241,81.1185,75.54,100,20,2.3
510,Broome,US,2022-01-29 22:04:34,42.2506,-75.833,11.84,63,0,3.0
511,Siena,IT,2022-01-29 22:04:34,43.2167,11.4,46.96,77,70,2.71
512,Russell,US,2022-01-29 22:04:35,32.3502,-85.1999,43.88,24,0,12.66
513,Hachinohe,JP,2022-01-29 22:02:17,40.5,141.5,21.81,72,19,13.44
514,Alofi,NU,2022-01-29 22:02:55,-19.0595,-169.9187,81.7,69,84,8.99
515,Itarema,BR,2022-01-29 22:04:35,-2.9248,-39.9167,79.05,72,97,8.99
516,Lerwick,GB,2022-01-29 22:04:35,60.1545,-1.1494,39.2,64,53,35.01
517,Maragheh,IR,2022-01-29 22:04:36,37.3917,46.2398,17.98,90,63,4.99
518,Danane,CI,2022-01-29 22:04:36,7.2596,-8.155,74.79,28,95,3.11
519,Chicama,PE,2022-01-29 22:04:37,-7.8447,-79.1469,68.54,65,85,9.73
520,Tirumullaivasal,IN,2022-01-29 22:04:37,11.2333,79.8333,76.21,86,67,12.8
521,Kachug,RU,2022-01-29 22:04:38,53.9606,105.8817,-20.69,100,99,1.14
522,Shahr-E Babak,IR,2022-01-29 22:04:38,30.1165,55.1186,42.22,57,57,6.64
523,Richards Bay,ZA,2022-01-29 22:04:38,-28.783,32.0377,71.85,82,62,2.62
524,Lavumisa,SZ,2022-01-29 22:04:39,-27.31,31.892,68.47,96,100,3.69
525,Port Hawkesbury,CA,2022-01-29 22:04:39,45.6169,-61.3485,42.87,100,100,11.5
526,Bagdarin,RU,2022-01-29 22:04:39,54.4333,113.6,-16.01,96,8,3.87
527,Shahpura,IN,2022-01-29 22:04:40,27.3833,75.9667,52.93,32,1,3.2
528,Lamu,KE,2022-01-29 22:04:40,-2.2717,40.902,79.02,86,2,9.91
529,Beverley,GB,2022-01-29 22:04:40,53.8459,-0.4233,43.95,59,8,9.22
530,Rantauprapat,ID,2022-01-29 22:04:41,2.1,99.8333,72.41,97,90,1.43
531,Maniitsoq,GL,2022-01-29 22:04:41,65.4167,-52.9,8.44,72,100,26.66
532,Port Keats,AU,2022-01-29 22:04:42,-14.25,129.55,80.87,85,100,18.95
533,Benghazi,LY,2022-01-29 22:04:42,32.1167,20.0667,55.42,52,75,28.5
534,Carauari,BR,2022-01-29 22:04:42,-4.8828,-66.8958,77.36,93,99,1.54
535,Lazaro Cardenas,MX,2022-01-29 22:04:43,17.9583,-102.2,82.81,59,0,8.97
536,Campbell River,CA,2022-01-29 22:04:43,50.0163,-125.2446,40.53,89,100,5.08
537,Labuhan,ID,2022-01-29 22:04:43,-6.8844,112.2051,77.94,87,100,6.89
538,Uniontown,US,2022-01-29 22:04:44,39.9001,-79.7164,19.74,41,100,7.43
539,Bahawalnagar,PK,2022-01-29 22:04:44,30.5508,73.3908,51.67,49,80,3.38
540,Nakhon Phanom,TH,2022-01-29 22:04:45,17.3333,104.4167,74.88,71,30,7.4
541,Jamsa,FI,2022-01-29 22:04:45,61.8642,25.19,29.14,95,100,15.39
542,Banjar,ID,2022-01-29 22:04:45,-8.19,114.9675,78.66,88,100,4.03
543,Orange Cove,US,2022-01-29 22:04:46,36.6244,-119.3137,63.63,36,100,4.94
544,Belyy Yar,RU,2022-01-29 22:04:46,53.6039,91.3903,-16.71,76,40,2.24
545,Agadez,NE,2022-01-29 22:04:33,19.75,10.25,58.15,19,29,11.25
546,Senneterre,CA,2022-01-29 22:04:47,48.3835,-77.2328,-0.74,91,9,3.44
547,Digras,IN,2022-01-29 22:04:47,20.1167,77.7167,60.4,31,8,2.19
548,Waingapu,ID,2022-01-29 22:04:47,-9.6567,120.2641,78.48,85,100,7.58
